"COM
CODE",COURSENO,COURSETITLE,CREDIT L P U,SEC,STAT,INSTRUCTOR IN CHARGE/Instructor,DAYS/ H,ROOM,COMPRE DATE
1607,HSS F338,COMPARATIVE INDIAN LITERATURE,3 0 3,1,L,AMITENDU BHATTACHARYA,M W F 5,A601,11/12/18 (AN)
1623,HSS F343,PROFESSIONAL ETHICS,3 0 3,1,L,REENA CHERUVALATH,M W F 5,A605,02/12/18 (AN)
1830,HSS F347,INTRO TO CARNATIC MUSIC,3 0 3,1,L,REENA CHERUVALATH,M W F 5,C403,02/12/18 (AN)
1828,HSS F349,ECOCRITICISM,3 0 3,1,L,RAYSON ALEX,M W F 7,C404,02/12/18 (FN)
1929,HSS F399,"INTRODUCTION TO AMERICAN LITERATURE",3 0 3,1,L,NILAK DATTA,T TH S 5,A601,04/12/18 (AN)
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,1,L,Shashidhara Kotian,M W F 2,DLT5,05/12/18 (FN)
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,1,T,Shashidhara Kotian,T 1,DLT5,
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,2,L,Shashidhara Kotian,M W F 2,DLT5,
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,2,T,Shashidhara Kotian,T 1,DLT5,
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,3,L,NARAYAN SURESH MANJAREKAR,T TH S 4,LT3,
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,3,T,Narayan Suresh Manjarekar,F 1,LT3,
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,4,L,Narayan Suresh Manjarekar,T TH S 4,LT3,
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,4,T,Narayan Suresh Manjarekar,F 1,LT3,
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,1,P,"Vivek K P Chandran, D R Karthik",M 2 3 4,,
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,2,P,"Gautam G Bacher,D R Karthik",T 3 4 5,,
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,3,P,Shashidhara Kotian,T 7 8 9,,
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,4,P,"Narayan Suresh Manjarekar,Vivek K P Chandran",W 2 3 4,,
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,5,P,Gautam G Bacher,TH 3 4 5,,
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,6,P,"Shashidhara Kotian, D R Karthik",TH 7 8 9,,
1096,INSTR F211,ELECTRICAL MACHINES,3 1 4,7,P,"Narayan Suresh Manjarekar,Vivek K P Chandran",F 2 3 4,,
1097,INSTR F212,ELECTROMAGNETIC THEO,3 0 3,1,L,Prasanta Kumar Das/ Raghunath Ratabole,W F 8,LT2,01/12/18 (AN)
1097,INSTR F212,ELECTROMAGNETIC THEO,3 0 3,1,T,KINJAL BANERJEE,M 8 S 1,A501,
1097,INSTR F212,ELECTROMAGNETIC THEO,3 0 3,2,T,Chandradew Sharma,M 8 S 7,C306,
1097,INSTR F212,ELECTROMAGNETIC THEO,3 0 3,3,T,Prasanta Kumar Das/ Raghunath Ratabole,M 8 S 1,C301,
1097,INSTR F212,ELECTROMAGNETIC THEO,3 0 3,4,T,Ethirajulu Kannan,M 8 S 1,A601,
1097,INSTR F212,ELECTROMAGNETIC THEO,3 0 3,5,T,Kinjal Banerjee,T 10  TH 1,C402,
1097,INSTR F212,ELECTROMAGNETIC THEO,3 0 3,6,T,Chandradew Sharma,T 8 TH 8,C301,
1097,INSTR F212,ELECTROMAGNETIC THEO,3 0 3,7,T,Prasanta Kumar Das/ Raghunath Ratabole,T 8 TH 10,C404,
1097,INSTR F212,ELECTROMAGNETIC THEO,3 0 3,8,T,Ethirajulu Kannan,TH 8 T 10,C404,
1099,INSTR F214,ELECTRONIC DEVICES,3 0 3,1,L,Chembiyan T,M W F 3,DLT5,03/12/18 (AN)
1099,INSTR F214,ELECTRONIC DEVICES,3 0 3,1,T,Chembiyan T,M 1,DLT5,
1099,INSTR F214,ELECTRONIC DEVICES,3 0 3,2,L,Abhijit Pethe,T TH S 5,C401,
1099,INSTR F214,ELECTRONIC DEVICES,3 0 3,2,T,Abhijit Pethe,M 1,LT1,
1099,INSTR F214,ELECTRONIC DEVICES,3 0 3,3,L,RAMESHA C K,T TH S 5,LT3,
1099,INSTR F214,ELECTRONIC DEVICES,3 0 3,3,T,Ramesha C K,M 1,LT3,
1098,INSTR F215,DIGITAL DESIGN,3 1 4,1,L,Sarang C Dhongdi,M W F 4,LT2,08/12/18 (AN)
1098,INSTR F215,DIGITAL DESIGN,3 1 4,1,T,Sarang C Dhongdi,F 1,LT2,
1098,INSTR F215,DIGITAL DESIGN,3 1 4,2,L,Sudeep Baudha,M W F 4,DLT6,
1098,INSTR F215,DIGITAL DESIGN,3 1 4,2,T,Sudeep Baudha,F 1,LT1,
1098,INSTR F215,DIGITAL DESIGN,3 1 4,3,L,PRAVIN MANE,T TH S 3,LT3,
1098,INSTR F215,DIGITAL DESIGN,3 1 4,3,T,Pravin Mane,T 1,LT3,
1098,INSTR F215,DIGITAL DESIGN,3 1 4,4,L,Debidas Kundu/Shailendra Dhakad,T TH S 3,C405,
1098,INSTR F215,DIGITAL DESIGN,3 1 4,4,T,Debidas Kundu/Shailendra Dhakad,T 1,LT2,
1098,INSTR F215,DIGITAL DESIGN,3 1 4,1,P,"Debidas Kundu ,Hrishikesh Sonalikar ,Naik Akhilesh Gurudas",M 2 3,,
1098,INSTR F215,DIGITAL DESIGN,3 1 4,2,P,"Darshak Bhatt, Sudeep Baudha , Naik Akhilesh Gurudas",T 4 5,,
1098,INSTR F215,DIGITAL DESIGN,3 1 4,3,P,"Debidas Kundu , Shailendra Dhakad, Prateek Singh",W 2 3,,
1098,INSTR F215,DIGITAL DESIGN,3 1 4,4,P,"Darshak Bhatt, Sudeep Baudha , Naik Akhilesh Gurudas",TH 4 5,,
1098,INSTR F215,DIGITAL DESIGN,3 1 4,5,P,"Debidas Kundu , Shailendra Dhakad, Prateek Singh",F 2 3,,
1660,INSTR F266,STUDY PROJECT,3,1,I,SHASHIDHARA KOTIAN,,,
1345,INSTR F311,ELECTRO INST & INST TECH,3 1 4,1,L,ANITA B AGRAWAL,M W F 4,LT4,08/12/18 (FN)
1345,INSTR F311,ELECTRO INST & INST TECH,3 1 4,1,P,"Anita B Agrawal, Deshpande Shreyas Sureshrao",M 7 8 9,,
1345,INSTR F311,ELECTRO INST & INST TECH,3 1 4,2,P,"Anita B Agrawal, Vivek K P Chandran,Ch S Sankhar Reddy",T 7 8 9,,
1345,INSTR F311,ELECTRO INST & INST TECH,3 1 4,3,P,"Ch S Sankhar Reddy, Deshpande Shreyas Sureshrao",TH 7 8 9,,
1346,INSTR F312,TRANSD & MEASUREMENT SYST,3 0 3,1,L,GAUTAM G BACHER,M W F 3,A602,10/12/18 (AN)
1346,INSTR F312,TRANSD & MEASUREMENT SYST,3 0 3,1,T,Gautam G Bacher,W 1,LT4,
1347,INSTR F313,ANALOG & DIGIT VLSI DESGN,3 0 3,1,L,PRAVIN MANE,M W F 2,LT2,03/12/18 (FN)
1347,INSTR F313,ANALOG & DIGIT VLSI DESGN,3 0 3,1,T,Pravin Mane,TH 1,LT2,
1347,INSTR F313,ANALOG & DIGIT VLSI DESGN,3 0 3,2,L,Darshak Bhatt,M W F 2,C401,
1347,INSTR F313,ANALOG & DIGIT VLSI DESGN,3 0 3,2,T,Darshak Bhatt,TH 1,LT4,
1734,INSTR F366,LABORATORY PROJECT,3,1,I,SHASHIDHARA KOTIAN,,,
1745,INSTR F367,LABORATORY PROJECT,3,1,I,SHASHIDHARA KOTIAN,,,
1694,INSTR F376,DESIGN PROJECT,3,1,I,SHASHIDHARA KOTIAN,,,
1761,INSTR F377,DESIGN PROJECT,3,1,I,SHASHIDHARA KOTIAN,,,
1352,INSTR F414,TELECOM SWIT SYS & NETWK,3 0 3,1,L,RAGHURAMA GUNAJE/ Abhijit Dey,T TH S 2,A602,07/12/18 (FN)
1351,INSTR F432,MEDICAL INSTRUMENTATION,3 0 3,1,L,CH S SANKHAR REDDY,M W F 5,C301,11/12/18 (AN)
1856,INSTR F473,WIND ELECTRICAL SYSTEM,3 0 3,1,L,MUKUND KESHAVRAO DESHMUKH,T TH S 4,A603,05/12/18 (AN)
1719,INSTR F491,SPECIAL PROJECT,3,1,I,SHASHIDHARA KOTIAN,,,
1529,IS F341,SOFTWARE ENGINEERING,3 1 4,1,L,RIZWAN PARVEEN,M W F 5,A603,11/12/18 (FN)
1331,IS F462,NETWORK PROGRAMMING,3 0 3,1,L,VINAYAK NAIK,T TH S 4,A604,05/12/18 (AN)
1010,MATH F111,MATHEMATICS I,3 0 3,1,L,AMIT SETIA/ Gauranga Charan Samanta,M W F 4,LT1,04/12/18 (FN)
1010,MATH F111,MATHEMATICS I,3 0 3,1,T,Amit Setia,F 1,DLT5,
1010,MATH F111,MATHEMATICS I,3 0 3,2,L,Amit Setia/ Gauranga Charan Samanta,M W F 4,LT1,
1010,MATH F111,MATHEMATICS I,3 0 3,2,T,Gauranga Charan Samanta,W 1,C301,
1010,MATH F111,MATHEMATICS I,3 0 3,3,L,Amit Setia/ Gauranga Charan Samanta,M W F 4,LT1,
1010,MATH F111,MATHEMATICS I,3 0 3,3,T,Alpeshkumar Dhorajia/Gauranga Charan Samanta,F 1,C308,
1010,MATH F111,MATHEMATICS I,3 0 3,4,L,Amit Setia/ Gauranga Charan Samanta,M W F 4,LT1,
1010,MATH F111,MATHEMATICS I,3 0 3,4,T,Arindam Das,W 1,A501,
1010,MATH F111,MATHEMATICS I,3 0 3,5,L,Akshay Sakharam Rane / Tarkeshwar Singh/Bijil Prakash,M W F 9,LT2,
1010,MATH F111,MATHEMATICS I,3 0 3,5,T,Alpeshkumar Dhorajia/Gauranga Charan Samanta,M 7,DLT5,
1010,MATH F111,MATHEMATICS I,3 0 3,6,L,Akshay Sakharam Rane / Tarkeshwar Singh/Bijil Prakash,M W F 9,LT2,
1010,MATH F111,MATHEMATICS I,3 0 3,6,T,Tarkeshwar Singh,W 1,C402,
1010,MATH F111,MATHEMATICS I,3 0 3,7,L,Akshay Sakharam Rane / Tarkeshwar Singh/Bijil Prakash,M W F 9,LT2,
1010,MATH F111,MATHEMATICS I,3 0 3,7,T,Akshay Sakharam Rane / Bijil Prakash,W 7,C401,
1010,MATH F111,MATHEMATICS I,3 0 3,8,L,Akshay Sakharam Rane / Tarkeshwar Singh/Bijil Prakash,M W F 9,LT2,
1010,MATH F111,MATHEMATICS I,3 0 3,8,T,Bandana,F 1,C301,
1010,MATH F111,MATHEMATICS I,3 0 3,9,L,Himadri Mukherjee/ Pradeep Boggarapu,T TH S 2,LT1,
1010,MATH F111,MATHEMATICS I,3 0 3,9,T,Himadri Mukherjee,F 1,C302,
1010,MATH F111,MATHEMATICS I,3 0 3,10,L,Himadri Mukherjee/ Pradeep Boggarapu,T TH S 2,LT1,
1010,MATH F111,MATHEMATICS I,3 0 3,10,T,Pradeep Boggarapu,W 1,C404,
1010,MATH F111,MATHEMATICS I,3 0 3,11,L,Himadri Mukherjee/ Pradeep Boggarapu,T TH S 2,LT1,
1010,MATH F111,MATHEMATICS I,3 0 3,11,T,Karim Mosani,F 1,C307,
1010,MATH F111,MATHEMATICS I,3 0 3,12,L,Himadri Mukherjee/ Pradeep Boggarapu,T TH S 2,LT1,
1010,MATH F111,MATHEMATICS I,3 0 3,12,T,Saroja Kumar Panda,W 1,A502,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,1,L,Prabal Paul/ Shilpa Gondhali,T TH 9 F 7,LT2,08/12/18 (FN)
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,1,T,Prabal Paul,TH 1,C301,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,2,L,Prabal Paul/ Shilpa Gondhali,T TH 9 F 7,LT2,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,2,T,Shilpa Gondhali,W 8,C402,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,3,L,Prabal Paul/ Shilpa Gondhali,T TH 9 F 7,LT2,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,3,T,Abhishek Yadav,TH 1,C302,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,4,L,GAURANGA CHARAN SAMANTA /Bijil Prakash,T TH 9 S 4,LT1,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,4,T,Gauranga Charan Samanta,TH 1,C306,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,5,L,Gauranga Charan Samanta /Bijil Prakash,T TH 9 S 4,LT1,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,5,T,Bijil Prakash,S 1,C307,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,6,L,Gauranga Charan Samanta /Bijil Prakash,T TH 9 S 4,LT1,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,6,T,Shah Parth Mukeshbhai,TH 1,C307,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,7,L,Gauranga Charan Samanta /Bijil Prakash,T TH 9 S 4,LT1,
1012,MATH F113,PROBABILITY & STATISTICS,3 0 3,7,T,Jai Tushar,TH 1,C305,
1022,MATH F211,MATHEMATICS III,3 0 3,1,L,Anil Kumar/Danumjaya Palla,M W F 5,LT2,06/12/18 (AN)
1022,MATH F211,MATHEMATICS III,3 0 3,1,T,Anil Kumar,W 1,C302,
1022,MATH F211,MATHEMATICS III,3 0 3,2,L,Anil Kumar/Danumjaya Palla,M W F 5,LT2,
1022,MATH F211,MATHEMATICS III,3 0 3,2,T,Danumjaya Palla,TH 1,A602,
1022,MATH F211,MATHEMATICS III,3 0 3,3,L,Anil Kumar/Danumjaya Palla,M W F 5,LT2,
1022,MATH F211,MATHEMATICS III,3 0 3,3,T,Santosh Kumar Bhal,T 7,A602,
1022,MATH F211,MATHEMATICS III,3 0 3,4,L,Anil Kumar/Danumjaya Palla,M W F 5,LT2,
1022,MATH F211,MATHEMATICS III,3 0 3,4,T,Ashish Kumar Nandi,TH 1,A604,
1022,MATH F211,MATHEMATICS III,3 0 3,5,L,Manoj Kumar Pandey/Mayank Goel,M W F 9,LT3,
1022,MATH F211,MATHEMATICS III,3 0 3,5,T,Manoj Kumar Pandey,T 7,C401,
1022,MATH F211,MATHEMATICS III,3 0 3,6,L,Manoj Kumar Pandey/Mayank Goel,M W F 9,LT3,
1022,MATH F211,MATHEMATICS III,3 0 3,6,T,Mayank Goel,TH 1,C401,
1022,MATH F211,MATHEMATICS III,3 0 3,7,L,Manoj Kumar Pandey/Mayank Goel,M W F 9,LT3,
1022,MATH F211,MATHEMATICS III,3 0 3,7,T,Santosh Kumar Bhal,W 1,A603,
1022,MATH F211,MATHEMATICS III,3 0 3,8,L,Manoj Kumar Pandey/Mayank Goel,M W F 9,LT3,
1022,MATH F211,MATHEMATICS III,3 0 3,8,T,Bijaya Kumar Sahu,TH 1,A601,
1022,MATH F211,MATHEMATICS III,3 0 3,9,L,JAJATI KESHARI SAHOO/Alpeshkumar Dhorajia/Shilpa Gondhali,T TH S 2,LT2,
1022,MATH F211,MATHEMATICS III,3 0 3,9,T,Jajati Keshari Sahoo,W 1,A602,
1022,MATH F211,MATHEMATICS III,3 0 3,10,L,Jajati Keshari Sahoo/Alpeshkumar Dhorajia/Shilpa Gondhali,T TH S 2,LT2,
1022,MATH F211,MATHEMATICS III,3 0 3,10,T,Alpeshkumar Dhorajia/Shilpa Gondhali,W 1,A605,
1022,MATH F211,MATHEMATICS III,3 0 3,11,L,Jajati Keshari Sahoo/Alpeshkumar Dhorajia/Shilpa Gondhali,T TH S 2,LT2,
1022,MATH F211,MATHEMATICS III,3 0 3,11,T,Pabitra Kumar Pradhan,TH 1,A503,
1022,MATH F211,MATHEMATICS III,3 0 3,12,L,Jajati Keshari Sahoo/Alpeshkumar Dhorajia/Shilpa Gondhali,T TH S 2,LT2,
1022,MATH F211,MATHEMATICS III,3 0 3,12,T,Santosh Kumar Bhal,TH 1,A501,
1122,MATH F212,OPTIMIZATION,3 0 3,1,L,MAYANK GOEL/ Manoj Kumar Pandey,M W F 4,LT3,08/12/18 (FN)
1122,MATH F212,OPTIMIZATION,3 0 3,1,T,Mayank Goel/ Manoj Kumar Pandey,S 1,LT3,
1123,MATH F213,DISCRETE MATHEMATICS,3 0 3,1,L,TARKESHWAR SINGH,T TH S 5,C308,04/12/18 (AN)
1123,MATH F213,DISCRETE MATHEMATICS,3 0 3,1,T,Tarkeshwar Singh,TH 9,C308,
1124,MATH F214,ELEMENTARY REAL ANALYSIS,3 0 3,1,L,JAJATI KESHARI SAHOO,M W F 3,C306,03/12/18 (FN)
1124,MATH F214,ELEMENTARY REAL ANALYSIS,3 0 3,1,T,Jajati Keshari Sahoo,M 1,C306,
1125,MATH F215,ALGEBRA I,3 0 3,1,L,PRABAL PAUL,T TH S 3,C307,12/12/18 (FN)
1125,MATH F215,ALGEBRA I,3 0 3,1,T,Prabal Paul,T 1,C307,
1662,MATH F266,STUDY PROJECT,3,1,I,PRASANNA KUMAR N,,,
1469,MATH F311,INTRODUCTION TO TOPOLOGY,3 0 3,1,L,PRADEEP BOGGARAPU,M W F 5,C307,11/12/18 (FN)
1469,MATH F311,INTRODUCTION TO TOPOLOGY,3 0 3,1,T,Pradeep Boggarapu,TH 7,C307,
1470,MATH F312,ORDINARY DIFF EQUATIONS,3 0 3,1,L,ANIL KUMAR,T TH S 2,C308,07/12/18 (FN)
1470,MATH F312,ORDINARY DIFF EQUATIONS,3 0 3,1,T,Anil Kumar,F 10,C404,
1471,MATH F313,NUMERICAL ANALYSIS,3 0 3,1,L,DANUMJAYA PALLA,M W F 9,C307,13/12/18 (FN)
1471,MATH F313,NUMERICAL ANALYSIS,3 0 3,1,T,Danumjaya Palla,T 10,C401,
1478,MATH F354,COMPLEX ANALYSIS,3 0 3,1,L,PRASANNA KUMAR N/Akshay Sakharam Rane,T TH 4 M 11,C302,05/12/18 (AN)
1679,MATH F366,LABORATORY PROJECT,3,1,I,PRASANNA KUMAR N,,,
1747,MATH F367,LABORATORY PROJECT,3,1,I,PRASANNA KUMAR N,,,
1696,MATH F376,DESIGN PROJECT,3,1,I,PRASANNA KUMAR N,,,
1763,MATH F377,DESIGN PROJECT,3,1,I,PRASANNA KUMAR N,,,
1721,MATH F491,SPECIAL PROJECTS,3,1,I,PRASANNA KUMAR N,,,
2133,MATH F492,"WAVELET ANALYSIS AND APPLICATIONS",3 1 4,1,L,AMIT SETIA,M W TH 10,C405,09/12/18 (FN)
1013,ME F110,WORKSHOP PRACTICE,0 4 2,1,P,Kadam Nikhil Rajendra,M W 2 3,,TBA
1013,ME F110,WORKSHOP PRACTICE,0 4 2,2,P,MALI KIRAN DINKAR,M W 4 5,,
1013,ME F110,WORKSHOP PRACTICE,0 4 2,3,P,Mahesh Dasar,M W 7 8,,
1013,ME F110,WORKSHOP PRACTICE,0 4 2,4,P,Rushikesh Bhagwanrao Shinde,T TH 2 3,,
1013,ME F110,WORKSHOP PRACTICE,0 4 2,5,P,Manoj Kumar Hilalpure,T TH 4 5,,
1013,ME F110,WORKSHOP PRACTICE,0 4 2,6,P,PozhilSN,F S 2 3,,
1083,ME F211,MECHANICS OF SOLIDS,3 0 3,1,L,MALI KIRAN DINKAR,M W F 2,DLT6,10/12/18 (FN)
1083,ME F211,MECHANICS OF SOLIDS,3 0 3,1,T,Mali Kiran Dinkar,T 1,DLT6,
1082,ME F212,FLUID MECHANICS,3 0 3,1,L,SHIBU CLEMENT,T TH S 3,DLT6,12/12/18 (FN)
1082,ME F212,FLUID MECHANICS,3 0 3,1,T,Shibu Clement,F 1,DLT6,
1081,ME F213,MATERIALS SCIENCE & ENGG,2 0 2,1,L,AMAL S SIJU,M W 8,LT3,01/12/18 (AN)
1081,ME F213,MATERIALS SCIENCE & ENGG,2 0 2,1,T,Amal S Siju,F 8,LT3,
1084,ME F214,APPLIED THERMODYANMICS,3 0 3,1,L,VADIRAJ HEMADRI / Siddhartha Tripathi,M W F 3,"DLT6",03/12/18 (AN)
1084,ME F214,APPLIED THERMODYANMICS,3 0 3,1,T,Vadiraj Hemadri / Siddhartha Tripathi,M 1,,
1265,ME F243,PRODUCTION TECHNIQUES I,2 1 3,1,L,VARINDER SINGH,T TH 4,LT2,05/12/18 (FN)
1265,ME F243,PRODUCTION TECHNIQUES I,2 1 3,1,T,Varinder Singh,S 4,LT2,
1265,ME F243,PRODUCTION TECHNIQUES I,2 1 3,1,P,"Varinder Singh, Waigaonkar Sachin Damodhar Rao, Pravin M Singru",T 8 9,,
1265,ME F243,PRODUCTION TECHNIQUES I,2 1 3,2,P,"Varinder Singh, Waigaonkar Sachin Damodhar Rao, Pravin M Singru",TH 8 9,,
1663,ME F266,STUDY PROJECT,3,1,I,MALI KIRAN DINKAR,,,
1267,ME F311,HEAT TRANSFER,3 1 4,1,L,ABHILASH KUMAR TILAK,M W F 2,C405,08/12/18 (AN)
1267,ME F311,HEAT TRANSFER,3 1 4,1,T,Abhilash Kumar Tilak,TH 1,C405,
1267,ME F311,HEAT TRANSFER,3 1 4,1,P,"Abhilash Kumar Tilak, Ranjit Patil, Shibu Clement, Mahesh Dasar,  Naveen K S",F 7 8,,
1267,ME F311,HEAT TRANSFER,3 1 4,2,P,"Abhilash Kumar Tilak, Ranjit Patil, Shibu Clement, Mahesh Dasar,  Naveen K S",S 5 6,,
1268,ME F312,ADV MECHANICS OF SOLIDS,3 0 3,1,L,KARTHIKEYAN G,T TH S 3,A602,04/12/18 (AN)
1268,ME F312,ADV MECHANICS OF SOLIDS,3 0 3,1,T,Karthikeyan G,W 1,LT1,
1272,ME F342,COMPUTER AIDED DESIGN,3 1 4,1,L,DHANANJAY MADHUKAR KULKARNI,M W F 4,C405,10/12/18 (AN)
1272,ME F342,COMPUTER AIDED DESIGN,3 1 4,1,P,"Dhananjay Madhukar Kulkarni, Ravindra Singh Saluja, Dixit Swadesh Sandesh, Kadam Nikhil Rajendra",T 5 6,,
1680,ME F366,LABORATORY PROJECT,3,1,I,SANDEEP JOSE,,,
1748,ME F367,LABORATORY PROJECT,3,1,I,SANDEEP JOSE,,,
1697,ME F376,DESIGN PROJECT,3,1,I,SANDEEP SINGH,,,
1764,ME F377,DESIGN PROJECT,3,1,I,SANDEEP SINGH,,,
1281,ME F420,POWER PLANT ENGINEERING,3 0 3,1,L,RANJIT PATIL,M W F 5,C405,11/12/18 (AN)
1810,ME F423,MICRO-FLUIDICS & ITS APP,4,1,L,SIDDHARTHA TRIPATHI/ Vadiraj Hemadri,M W F 9,C405,13/12/18 (FN)
1290,ME F491,SPECIAL PROJECTS,3,1,I,RANJIT PATIL,,,
741,ME G511,MECHANISMS & ROBOTICS,3 2 5,1,L,PRAVIN M SINGRU,M W F 5,A501,11/12/18 (FN)
322,ME G512,FINITE ELEMENT METHODS,5,1,L,SANDEEP SINGH,M W F 7,C308,14/12/18 (FN)
410,ME G515,COMPUT FLUID DYNAMICS,5,1,L,PRITANSHU RANJAN,M W F 3,C405,03/12/18 (AN)
2079,ME G535,ADVANCED ENG MATH,3 2 5,1,L,PRAVIN M SINGRU/ Sandeep Jose/ Sandeep Singh,T TH S 3,A505,04/12/18 (AN)
742,MEL G611,I C FABRICATION TECH,3 2 5,1,L,DIPANKAR PAL,T 9 10 TH 10,A506,09/12/18 (FN)
743,MEL G621,VLSI DESIGN,3 2 5,1,L,Darshak Bhatt,T TH S 2,L201,13/12/18 (AN)
2063,MEL G622,INTRO TO ARTIF NEURAL NET,2 2 4,1,L,Ashish Chittora,T TH S 1,L201,10/12/18 (AN)
500,MEL G623,ADVANCED VLSI DESIGN,5,1,L,Chembiyan T,T TH S 5,L201,06/12/18 (AN)
932,MEL G625,"ADVANCED ANALOG AND MIXED SIGNAL DESIGN",5,1,L,DIPANKAR PAL,T TH S 4,A505,05/12/18 (AN)
606,MEL G626,VLSI TEST & TESTABILITY,5,1,L,Ramesha C K,M W F 7,L201,14/12/18 (AN)
744,MEL G631,PHY & MO OF MICROEL DEV,3 2 5,1,L,ABHIJIT PETHE,M W F 8,A506,01/12/18 (FN)
1418,MF F421,SUPPLY CHAIN MANAGEMENT,4,1,L,CH.V.V.S.N.V. PRASAD,M W TH 8,C405,01/12/18 (FN)
2066,MST G522,ADVANCED COMPOSITES,3 2 5,1,L,WAIGAONKAR SACHIN DAMODHAR RAO,T TH S 4,A503,05/12/18 (AN)
1014,PHY F110,PHYSICS LABORATORY,0 2 1,1,P,Ethirajulu Kannan,M 4 5,C113,TBA
1014,PHY F110,PHYSICS LABORATORY,0 2 1,2,P,"Ram Shanker Patel, Aditya Sharma",M 8 9,C113,
1014,PHY F110,PHYSICS LABORATORY,0 2 1,3,P,"TENY THERESA JOHN,Payel Sarkar",T 4 5,C113,
1014,PHY F110,PHYSICS LABORATORY,0 2 1,4,P,"Malavika C,Sumit Kumar",T 7 8,C113,
1014,PHY F110,PHYSICS LABORATORY,0 2 1,5,P,"Deepak PN ,Payel Sarkar",W 2 3,C113,
1014,PHY F110,PHYSICS LABORATORY,0 2 1,6,P,"Ram Shanker Patel, Saumyen Kundu",W 8 9,C113,
1014,PHY F110,PHYSICS LABORATORY,0 2 1,7,P,"Toby Joseph,Aditya Sharma",TH 2 3,C113,
1014,PHY F110,PHYSICS LABORATORY,0 2 1,8,P,Ethirajulu Kannan,F 2 3,C113,
1014,PHY F110,PHYSICS LABORATORY,0 2 1,9,P,Toby Joseph,F 4 5,C113,
1014,PHY F110,PHYSICS LABORATORY,0 2 1,10,P,"Deepak PN , Saumyen Kundu",F 8 9,C113,
1014,PHY F110,PHYSICS LABORATORY,0 2 1,11,P,"Malavika C, Sumit Kumar",S 2 3,C113,
1014,PHY F110,PHYSICS LABORATORY,0 2 1,12,P,Teny Theresa John,S 4 5,C113,
1014,PHY F110,PHYSICS LABORATORY,0 2 1,13,P,Teny Theresa John,TH 4 5,C113,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,1,L,Sunilkumar V/Tarun Kumar Jha,M W 2,LT1,10/12/18 (FN)
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,1,T,Deepak PN,TH 1 F 2,C308,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,2,L,Sunilkumar V/Tarun Kumar Jha,M W 2,LT1,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,2,T,Gaurav Dar,TH 1 F 2,C404,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,3,L,Sunilkumar V/Tarun Kumar Jha,M W 2,LT1,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,3,T,RAM SHANKER PATEL,TH 1 F 2,A502,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,4,L,Sunilkumar V/Tarun Kumar Jha,M W 2,LT1,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,4,T,Sunilkumar V/Tarun Kumar Jha,TH 1 F 2,A603,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,5,L,Sunilkumar V/Tarun Kumar Jha,T TH 4,LT1,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,5,T,Deepak PN,S 4 M 1,C307,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,6,L,Sunilkumar V/Tarun Kumar Jha,T TH 4,LT1,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,6,T,Gaurav Dar,S 4 M 1,C308,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,7,L,Sunilkumar V/Tarun Kumar Jha,T TH 4,LT1,
